IP,Hostname,Anti-clickjacking,X-XSS-Protection,No CGI Directories found,valid response with junk HTTP,Allowed HTTP Methods,which may suggest a WAF,shellshock,OSVDB-637,OSVDB-578
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
98.129.229.79,decaturilbgc.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
216.58.203.116,account-verification-id3.appspot.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
34.98.99.30,abhinavdhar.com,1,1,1,0,0,1,0,0,0
70.32.1.32,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
70.32.1.32,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
70.32.1.32,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
70.32.1.32,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
103.224.182.246,fidmobil.online,1,1,1,0,0,0,0,0,0
217.160.0.222,art-sticker.fr,1,1,1,0,1,1,0,0,0
50.116.112.23,midiasomeluz.com.br,1,1,1,0,1,0,0,0,0
34.102.136.180,elcapitanno.com,1,1,1,0,0,0,0,0,0
204.11.56.48,prommaterial.com,1,1,1,0,0,0,0,0,0
170.178.168.203,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
170.178.168.203,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
70.32.1.32,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
170.178.168.203,beylikduzukombiservisi-tr.com,1,1,1,0,0,0,0,0,0
45.239.108.252,www.ecotimes.cl,1,1,0,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
192.124.249.155,wudustore.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,suspiciousalert.webcindario.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
174.136.14.74,www.clinelumber.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
198.154.241.152,hippshelp.com,1,1,1,0,0,0,0,0,0
68.65.123.78,eliashassociates.com,1,1,0,0,0,0,0,0,0
68.65.123.78,eliashassociates.com,1,1,0,0,0,0,0,0,0
68.65.123.78,eliashassociates.com,1,1,0,0,0,0,0,0,0
185.94.230.218,www.weer.nu,1,1,1,0,1,0,0,0,0
185.94.230.218,www.weer.nu,1,1,1,0,1,0,0,0,0
185.94.230.218,www.weer.nu,1,1,1,0,1,0,0,0,0
154.196.216.199,www.oyplosreyes.com,1,1,1,0,1,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
34.98.99.30,abhinavdhar.com,1,1,1,0,0,0,0,0,0
69.16.239.20,biochemlab.org,1,1,0,0,0,0,0,0,0
34.98.99.30,www.secureinfos.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,usanlineas.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,usanlineas.webcindario.com,1,1,1,0,0,0,0,0,0
34.98.99.30,abhinavdhar.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,usanlineas.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,usanlineas.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,usanlineas.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,usanlineas.webcindario.com,1,1,1,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
183.111.141.61,twr.kr,1,1,1,1,0,0,0,1,1
50.87.144.172,pouraz.com,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
104.149.185.66,www.aseotalca.cl,1,1,1,0,1,0,0,0,0
5.57.226.202,freeslineboa.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
91.195.241.136,www.executionengine.org,1,1,1,0,0,0,0,1,1
5.57.226.202,freeslineboa.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,freeslineboa.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
103.229.74.247,khairamakeup.co.id,1,1,1,1,0,0,0,0,0
110.44.112.22,nascoit.org.np,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
37.220.36.87,cuijk.uwaxender.nl,1,1,1,1,1,0,0,0,0
85.10.213.180,www.freiewelt.net,1,1,1,0,0,0,0,0,0
104.16.53.111,support-gpsa.zendesk.com,1,1,0,0,0,0,0,0,0
66.96.160.142,purenrgy.com,1,1,1,0,1,1,0,0,0
66.96.160.142,www.purenrgy.com,1,1,1,0,1,1,0,0,0
66.96.160.142,www.purenrgy.com,1,1,1,0,1,1,0,0,0
192.185.21.118,rltan-interiors.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
63.249.238.16,teat09.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
50.116.80.233,filmtic.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
63.250.38.66,itssaif.com,0,0,0,0,0,0,0,0,0
63.250.38.66,itssaif.com,0,0,0,0,0,0,0,0,0
63.250.38.66,itssaif.com,0,0,0,0,0,0,0,0,0
63.250.38.66,itssaif.com,0,0,0,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
108.167.181.159,purplechristmas.litmus.online,1,1,1,0,1,0,0,0,0
199.217.112.189,centrocrecer.tecmasoft.club,1,1,1,0,1,0,0,0,0
173.254.29.83,dcjuristas.com,1,1,1,0,0,0,0,0,0
213.247.47.190,narayaniinterior.com,1,1,1,0,0,0,0,0,0
5.188.28.172,www.famdent.ru,1,1,1,0,0,0,0,0,0
52.58.78.16,mobilome.com,1,1,0,0,0,0,0,0,0
52.58.78.16,mobilome.com,1,1,0,0,0,0,0,0,0
52.58.78.16,mobilome.com,1,1,0,0,0,0,0,0,0
52.58.78.16,mobilome.com,1,1,0,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
66.96.160.142,purenrgy.com,1,1,1,0,1,1,0,0,0
66.96.160.142,purenrgy.com,1,1,1,0,1,1,0,0,0
91.195.241.136,executionengine.in,1,1,1,0,0,0,0,1,1
91.195.241.136,executionengine.in,1,1,1,0,0,0,0,1,1
193.218.152.105,www.burnat.com.pl,1,1,1,0,1,0,0,0,0
91.195.240.87,www.supecenter.com,1,1,1,0,0,0,0,1,1
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,banamericanof.webcindario.com,1,1,1,0,0,0,0,0,0
67.227.226.240,seatasterestaurant.com,1,1,1,0,0,0,0,0,0
91.195.98.196,tpnm.info,1,1,1,0,0,1,0,0,0
87.236.16.78,220v-katalog.ru,1,1,1,0,0,0,0,0,0
66.96.149.32,www.herbahealing.com,1,1,1,0,1,1,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
104.16.51.111,lepathways-support.zendesk.com,1,1,0,0,0,0,0,0,0
192.185.16.150,intranet.plan.org.ec,1,1,0,0,0,0,0,0,0
192.185.16.150,intranet.plan.org.ec,1,1,0,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
192.185.12.228,baby.za.net,1,1,1,0,0,0,0,0,0
208.91.197.13,braxistit.com,1,1,0,0,0,0,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
103.138.188.40,hoteljsplaza.com,1,1,0,0,0,0,0,0,0
103.138.188.40,hoteljsplaza.com,1,1,0,0,0,0,0,0,0
173.254.29.83,dcjuristas.com,1,1,1,0,0,0,0,0,0
5.101.152.77,nepalandasia.com,1,1,1,0,0,0,0,0,0
77.79.245.60,www.wiejskabazanoclegowa.pl,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.155.108.155,tidatip.com,1,1,0,0,0,0,0,0,0
151.106.5.164,tidatip.com,1,1,0,0,0,0,0,0,0
192.155.108.155,tidatip.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
203.78.107.66,www.stlfeedtech.co.th,1,1,0,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,bankofamericax56.webcindario.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.254.227.6,my-occupy.com,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
202.157.170.164,taylormadegolf.asia,1,1,1,1,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
35.200.254.171,sirrat.com,1,1,0,0,0,0,0,0,0
35.200.254.171,sirrat.com,1,1,0,0,0,0,0,0,0
217.65.8.42,site2.20071831.brim.ru,1,1,1,0,0,0,0,0,0
98.129.229.79,www.decaturilbgc.com,1,1,1,0,0,0,0,0,0
98.129.229.79,www.decaturilbgc.com,1,1,1,0,0,0,0,0,0
98.129.229.79,www.decaturilbgc.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
203.78.107.66,stlfeedtech.co.th,1,1,1,0,0,0,0,0,0
209.99.40.222,www.humanstrongth.com,1,1,1,0,0,0,0,0,0
91.134.157.137,pomdereinette.fr,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
41.185.64.89,www.cedardeliveries.co.za,1,1,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
185.10.112.34,sdl.com.sa,1,1,1,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
119.207.79.151,leesangku.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
3.24.210.199,nzsim.org,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
104.37.183.1,monctoncac.ca,1,1,1,0,0,0,0,0,0
98.129.229.79,www.decaturilbgc.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
148.251.1.231,www.bejahad.com,1,1,1,0,1,0,0,0,0
184.170.243.100,verifymanageaccount.mooo.com,1,1,1,0,0,0,0,0,0
148.251.1.231,www.bejahad.com,1,1,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
,0,0,0,0,0,0,0,0,0
162.241.26.11,www.janzenappliancesolutions.com,1,1,1,1,0,0,0,1,1
64.39.224.251,mitausa.com,1,1,1,0,0,0,0,0,0
185.51.8.60,www.turmhof.at,0,0,0,0,0,0,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
217.160.0.175,cheaproomsvalencia.com,1,1,1,0,1,1,0,0,0
,0,0,0,0,0,0,0,0,0
91.217.242.35,www.srodkidlagastronomii.pl,1,1,0,0,0,0,0,0,0
52.58.78.16,countfund.com,1,1,0,0,0,0,0,0,0
67.225.160.188,support-service.drtomwalter.com,1,1,0,0,0,0,0,0,0
67.225.160.188,support-service.drtomwalter.com,1,1,0,0,0,0,0,0,0
67.225.160.188,support-service.drtomwalter.com,1,1,0,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
204.11.56.48,againstsociety.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
162.241.225.78,www.winecode.co.nz,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
79.137.44.98,mariantoniaoliver.net,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
192.232.251.98,yourfitnesscorner.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
222.122.198.156,www.learningmen.com,0,1,1,0,1,0,0,0,0
67.225.140.68,caterpillargiant.com,1,1,0,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
129.121.15.235,adsxcell.com,1,1,0,0,0,0,0,0,0
129.121.15.235,adsxcell.com,1,1,0,0,0,0,0,0,0
192.157.56.142,tv-thaionline.com,1,1,0,0,0,0,0,0,0
162.210.196.168,tv-thaionline.com,1,1,0,0,0,0,0,0,0
129.121.15.235,adsxcell.com,1,1,0,0,0,0,0,0,0
129.121.15.235,adsxcell.com,1,1,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
209.205.123.178,fcrims.com,0,0,0,0,0,0,0,0,0
192.185.12.229,www.dirtydykes.za.net,1,1,1,1,1,0,0,0,0
162.210.199.85,tv-thaionline.com,1,1,0,0,0,0,0,0,0
192.157.56.142,tv-thaionline.com,1,1,0,0,0,0,0,0,0
109.201.135.44,tv-thaionline.com,1,1,0,0,0,0,0,0,0
96.47.230.69,tv-thaionline.com,1,1,0,0,0,0,0,0,0
162.210.199.85,tv-thaionline.com,1,1,0,0,0,0,0,0,0
37.48.65.153,tv-thaionline.com,1,1,0,0,0,0,0,0,0
192.185.77.115,16.mozillaph.org,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,insecure-b0ame7.webcindario.com,1,1,1,0,0,0,0,0,0
94.73.146.53,tnrforeigntrade.com,1,1,1,0,1,0,0,0,0
94.73.146.53,tnrforeigntrade.com,1,1,1,0,0,0,0,0,0
162.210.195.123,tv-thaionline.com,1,1,0,0,0,0,0,0,0
5.79.68.108,tv-thaionline.com,1,1,0,0,0,0,0,0,0
34.98.99.30,backchecksterling.com,1,1,1,0,0,0,0,0,0
199.115.115.102,tv-thaionline.com,1,1,0,0,0,0,0,0,0
162.210.196.168,tv-thaionline.com,1,1,0,0,0,0,0,0,0
94.73.146.53,tnrforeigntrade.com,1,1,1,0,1,0,0,0,0
85.10.213.180,www.freiewelt.net,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
208.91.199.47,eminent-global.com,1,1,1,0,0,1,0,0,0
67.205.103.90,www.confid.com.br,1,1,1,0,1,0,0,0,0
78.46.72.211,honesths.com,1,1,0,0,0,0,0,0,0
94.23.249.83,calma.ro.94-23-249-83.eneticproyectos.com,1,1,1,0,0,0,0,0,0
209.126.5.0,reviewsformusicians.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
208.91.199.47,eminent-global.com,1,1,1,0,0,1,0,0,0
108.167.181.8,energysolutions.hk.com,1,1,1,0,0,0,0,0,0
208.91.199.47,eminent-global.com,1,1,1,0,0,1,0,0,0
208.91.199.47,eminent-global.com,1,1,1,0,0,1,0,0,0
23.228.86.247,edvip.com,1,1,1,0,0,0,0,0,0
45.60.22.205,radonacademy.com,1,1,0,0,0,0,0,0,0
45.60.98.205,radonacademy.com,1,1,0,0,0,0,0,0,0
208.91.199.47,eminent-global.com,1,1,1,0,0,1,0,0,0
162.241.169.26,hotelrayonlumiere.com,1,1,1,0,0,0,0,0,0
162.241.169.26,hotelrayonlumiere.com,1,1,1,0,0,0,0,0,0
162.241.169.26,hotelrayonlumiere.com,1,1,1,0,0,0,0,0,0
162.241.169.26,hotelrayonlumiere.com,1,1,1,0,0,0,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
213.186.33.18,www.courgeon-immobilier.fr,1,1,0,0,0,1,0,0,0
103.83.192.66,aurasolutions.in,1,1,1,0,1,1,0,0,0
209.99.40.222,crypticinsights.com,1,1,1,0,0,0,0,0,0
185.66.141.36,www.instaedify.com,1,1,0,0,0,1,0,0,0
94.101.95.221,www.dijitalkurumsal.com,1,1,1,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
139.162.144.5,placidinstruments.com,1,1,1,1,0,0,0,0,0
37.220.36.87,nieuwegein.uwaxender.nl,1,1,1,1,1,0,0,0,1
37.220.36.87,hellevoetsluis.uwaxender.nl,1,1,1,1,1,0,0,0,0
192.185.156.95,www.quantumfitness.com,1,1,1,0,1,0,0,0,0
192.185.156.95,www.quantumfitness.com,1,1,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
204.11.56.48,www.autotoolms.com,1,1,1,0,0,0,0,0,0
204.11.56.48,www.autotoolms.com,1,1,1,0,0,0,0,0,0
204.11.56.48,www.autotoolms.com,1,1,1,0,0,0,0,0,0
204.11.56.48,www.autotoolms.com,1,1,1,0,0,0,0,0,0
204.11.56.48,www.autotoolms.com,1,1,1,0,0,0,0,0,0
172.67.169.164,nar-news.com,1,1,1,0,0,0,0,0,0
192.185.156.95,www.quantumfitness.com,1,1,1,0,1,0,0,0,0
192.185.156.95,www.quantumfitness.com,1,1,1,0,1,0,0,0,0
,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0
67.225.173.6,zija.pt,1,1,0,0,0,0,0,0,0
5.57.226.202,pruebadepaginate.webcindario.com,1,1,1,0,0,0,0,0,0
5.57.226.202,pruebadepaginate.webcindario.com,1,1,1,0,0,0,0,0,0
